,INDUSTRY_GICS,MKT,BACKDOOR,IPO_DATE,IPO_PRICE,IPO_AMOUNT,IPO_EXPENSE,IPO_LEADUNDR,IPO_TYPE,ipotime,iporeturn,ipoturn
300045.SZ,信息技术,创业板,否,2010,30.7,17000000,17302310,宏源证券股份有限公司,"网下询价,上网定价",22,27.00325733,59.20765441
300046.SZ,信息技术,创业板,否,2010,41.3,15000000,36533100,金元证券股份有限公司,"网下询价,上网定价",22,23.36561743,68.52305833
300047.SZ,信息技术,创业板,否,2010,30,27000000,56089500,招商证券股份有限公司,"网下询价,上网定价",22,17.56666667,56.10476389
300048.SZ,工业,创业板,否,2010,34.16,30000000,60235805.99,中信证券股份有限公司,"网下询价,上网定价",22,23.7704918,68.51983333
300049.SZ,医疗保健,创业板,否,2010,28.98,19000000,51706000,平安证券股份有限公司,"网下询价,上网定价",22,18.32298137,54.19284211
300050.SZ,信息技术,创业板,否,2010,88,14000000,61979835.81,平安证券股份有限公司,"网下询价,上网定价",22,30.94318182,72.65696429
300051.SZ,信息技术,创业板,否,2010,34,13500000,49296750,招商证券股份有限公司,"网下询价,上网定价",17,10.02941176,71.03537037
300052.SZ,信息技术,创业板,否,2010,30,25000000,45754350.28,长江证券承销保荐有限公司,"网下询价,上网定价",17,15,69.48671
300053.SZ,信息技术,创业板,否,2010,17,25000000,26095780,西南证券股份有限公司,"网下询价,上网定价",17,25.23529412,76.631835
300054.SZ,材料,创业板,否,2010,30.55,15000000,34096000,国泰君安证券股份有限公司,"网下询价,上网定价",17,8.117839607,69.931825
300055.SZ,工业,创业板,否,2010,65.69,22000000,64024400,华泰联合证券有限责任公司,"网下询价,上网定价",29,23.76312985,73.65624432
300056.SZ,工业,创业板,否,2010,21.59,13000000,30238196.83,华泰联合证券有限责任公司,"网下询价,上网定价",29,75.82213988,85.49742308
300057.SZ,材料,创业板,否,2010,18.38,53000000,35953117.66,渤海证券股份有限公司,"网下询价,上网定价",29,14.20021763,60.98028538
300058.SZ,可选消费,创业板,否,2010,33.86,20000000,56401198.46,华泰联合证券有限责任公司,"网下询价,上网定价",29,18.0744241,66.14601875
300059.SZ,金融,创业板,否,2010,40.58,35000000,124748000,中国国际金融股份有限公司,"网下询价,上网定价",18,43.79004436,70.49045
300061.SZ,医疗保健,创业板,否,2010,18,15000000,20652869.88,中天国富证券有限公司,"网下询价,上网定价",18,61.27777778,82.396025
300062.SZ,工业,创业板,否,2010,24.18,20000000,30708000,红塔证券股份有限公司,"网下询价,上网定价",18,45.57485525,77.91601875
300063.SZ,可选消费,创业板,否,2010,28.8,17000000,28288000,东莞证券股份有限公司,"网下询价,上网定价",17,36.73611111,69.61709559
300064.SZ,材料,创业板,否,2010,21.32,38000000,65138200,招商证券股份有限公司,"网下询价,上网定价",17,36.39774859,62.66974342
300065.SZ,信息技术,创业板,否,2010,32.8,13850000,31962200,海通证券股份有限公司,"网下询价,上网定价",17,76.09756098,78.30048736
300066.SZ,工业,创业板,否,2010,49,13000000,26453100,国信证券股份有限公司,"网下询价,上网定价",17,76.53061224,80.73143269
300067.SZ,材料,创业板,否,2010,21.2,27000000,43533500,平安证券股份有限公司,"网下询价,上网定价",22,36.08490566,63.32940741
300068.SZ,工业,创业板,否,2010,33,62000000,80351306,安信证券股份有限公司,"网下询价,上网定价",22,36.66666667,74.03157661
300069.SZ,工业,创业板,否,2010,23.9,15000000,24291000,新时代证券股份有限公司,"网下询价,上网定价",22,47.11297071,68.4407
300070.SZ,工业,创业板,否,2010,69,37000000,116147500,第一创业证券股份有限公司,"网下询价,上网定价",22,120,87.75093243
300071.SZ,可选消费,创业板,否,2010,25,13000000,39288965,西南证券股份有限公司,"网下询价,上网定价",22,71.8,77.54194231
300072.SZ,工业,创业板,否,2010,32,25000000,35288635,宏源证券股份有限公司,"网下询价,上网定价",21,73.46875,83.773035
300073.SZ,材料,创业板,否,2010,36,20000000,64628112.2,平安证券股份有限公司,"网下询价,上网定价",21,73.83333333,74.02608125
300074.SZ,信息技术,创业板,否,2010,72,10000000,66568000,招商证券股份有限公司,"网下询价,上网定价",21,42.51388889,66.4970875
300075.SZ,信息技术,创业板,否,2010,54,14000000,53447000,招商证券股份有限公司,"网下询价,上网定价",21,25.92592593,61.47044643
300076.SZ,信息技术,创业板,否,2010,65,13640000,76214880,平安证券股份有限公司,"网下询价,上网定价",17,5.015384615,50.81074047
300077.SZ,信息技术,创业板,否,2010,87.5,27200000,79754059.65,安信证券股份有限公司,"网下询价,上网定价",17,79.78285714,82.00986213
300078.SZ,信息技术,创业板,否,2010,58,17000000,51917000,国信证券股份有限公司,"网下询价,上网定价",17,10.43103448,55.50900735
300079.SZ,信息技术,创业板,否,2010,59.9,28000000,85349600,国信证券股份有限公司,"网下询价,上网定价",17,4.040066778,50.85668304
300080.SZ,材料,创业板,否,2010,43.4,35000000,38920000,华林证券股份有限公司,"网下询价,上网定价",59,-3.248847926,36.17905357
300081.SZ,可选消费,创业板,否,2010,38.78,17000000,46230000,平安证券股份有限公司,"网下询价,上网定价",23,1.289324394,61.75375
300082.SZ,材料,创业板,否,2010,85,27000000,128761281.3,中信建投证券股份有限公司,"网下询价,上网定价",23,-9.905882353,31.64047222
300083.SZ,信息技术,创业板,否,2010,36,25000000,55738100,平安证券股份有限公司,"网下询价,上网定价",23,-5.666666667,24.906535
300084.SZ,能源,创业板,否,2010,33,16000000,44563514.03,光大证券股份有限公司,"网下询价,上网定价",23,12.66666667,74.73698438
300085.SZ,信息技术,创业板,否,2010,28,15000000,35242475,第一创业证券股份有限公司,"网下询价,上网定价",21,10.42857143,76.168975
300086.SZ,医疗保健,创业板,否,2010,60,25000000,57172000,海通证券股份有限公司,"网下询价,上网定价",21,-5.616666667,33.43946
300087.SZ,日常消费,创业板,否,2010,35.6,13200000,43080600,国元证券股份有限公司,"网下询价,上网定价",21,8.988764045,76.25972642
300088.SZ,信息技术,创业板,否,2010,24,31500000,42044516,平安证券股份有限公司,"网下询价,上网定价",21,50.5,87.70579365
300089.SZ,可选消费,创业板,否,2010,20.5,25000000,51500000,广发证券股份有限公司,"网下询价,上网定价",22,12.58536585,66.82272
300090.SZ,工业,创业板,否,2010,17,32000000,31379818,太平洋证券股份有限公司,"网下询价,上网定价",22,32.94117647,74.57123437
300091.SZ,工业,创业板,否,2010,28.2,21000000,42568012,平安证券股份有限公司,"网下询价,上网定价",22,16.13475177,70.29442262
300092.SZ,工业,创业板,否,2010,16,23000000,28710222.58,东北证券股份有限公司,"网下询价,上网定价",20,20.5625,79.4826413
300093.SZ,材料,创业板,否,2010,16.2,30000000,29870900,中国民族证券有限责任公司,"网下询价,上网定价",20,36.54320988,86.70776667
300094.SZ,日常消费,创业板,否,2010,14.38,80000000,67321540,平安证券股份有限公司,"网下询价,上网定价",20,-0.625869263,38.65289219
300095.SZ,工业,创业板,否,2010,22.56,19500000,25507400,华林证券股份有限公司,"网下询价,上网定价",20,64.0070922,89.97630128
300096.SZ,信息技术,创业板,否,2010,19.8,22000000,42992000,招商证券股份有限公司,"网下询价,上网定价",20,47.62626263,86.57944886
300097.SZ,工业,创业板,否,2010,19.38,15000000,32100850,平安证券股份有限公司,"网下询价,上网定价",20,52.47678019,85.01386667
300098.SZ,信息技术,创业板,否,2010,36,17100000,41667000,兴业证券股份有限公司,"网下询价,上网定价",20,12.36111111,70.84813596
300099.SZ,信息技术,创业板,否,2010,48.65,10340000,39651540,国海证券股份有限公司,"网下询价,上网定价",21,60.12332991,82.85303357
300100.SZ,可选消费,创业板,否,2010,20.91,23500000,27606000,西南证券股份有限公司,"网下询价,上网定价",21,77.66618843,81.7077234
300101.SZ,工业,创业板,否,2010,32,17500000,40851537.68,中信建投证券股份有限公司,"网下询价,上网定价",21,118.46875,87.82985714
300102.SZ,信息技术,创业板,否,2010,45,29500000,62176800,中信建投证券股份有限公司,"网下询价,上网定价",20,77.06666667,81.20518644
300103.SZ,工业,创业板,否,2010,29.1,16350000,22041129.43,浙商证券股份有限公司,"网下询价,上网定价",20,58.7628866,84.45351682
300104.SZ,信息技术,创业板,否,2010,29.2,25000000,48442904.34,平安证券股份有限公司,"网下询价,上网定价",20,47.12328767,76.50932
300105.SZ,工业,创业板,否,2010,53,22000000,57378500,中银国际证券股份有限公司,"网下询价,上网定价",21,57.69811321,83.61778409
300106.SZ,日常消费,创业板,否,2010,11.9,30000000,34350700,国信证券股份有限公司,"网下询价,上网定价",21,151.9327731,83.90075417
300107.SZ,材料,创业板,否,2010,38,16900000,38131100,广发证券股份有限公司,"网下询价,上网定价",21,44.73684211,84.33461538
300108.SZ,医疗保健,创业板,否,2010,20.48,13000000,32768000,国元证券股份有限公司,"网下询价,上网定价",22,52.9296875,76.68576923
300109.SZ,材料,创业板,否,2010,30,9000000,21953023.5,民生证券股份有限公司,"网下询价,上网定价",22,120,87.69488889
300110.SZ,医疗保健,创业板,否,2010,13.99,53600000,35834300,广发证券股份有限公司,"网下询价,上网定价",22,55.32523231,75.46881996
300111.SZ,信息技术,创业板,否,2010,16.8,51000000,25692450,光大证券股份有限公司,"网下询价,上网定价",21,43.21428571,74.7476152
300112.SZ,工业,创业板,否,2010,17.43,18000000,34006886.74,招商证券股份有限公司,"网下询价,上网定价",21,44.00458979,78.74720833
300113.SZ,信息技术,创业板,否,2010,42.98,15000000,49765050,瑞信方正证券有限责任公司,"网下询价,上网定价",21,63.28524895,88.18295
300114.SZ,信息技术,创业板,否,2010,25,20000000,29970247.5,中信建投证券股份有限公司,"网下询价,上网定价",21,57.16,73.83286875
300115.SZ,信息技术,创业板,否,2010,43,21500000,72961200,国信证券股份有限公司,"网下询价,上网定价",20,34.60465116,68.51311628
300116.SZ,工业,创业板,否,2010,19.98,20000000,36454173,国信证券股份有限公司,"网下询价,上网定价",20,127.8778779,83.88426875
300117.SZ,工业,创业板,否,2010,26,28000000,50300999.5,平安证券股份有限公司,"网下询价,上网定价",20,40.76923077,75.44096875
300118.SZ,信息技术,创业板,否,2010,42,45000000,52420200,安信证券股份有限公司,"网下询价,上网定价",20,37.19047619,74.56642778
300119.SZ,医疗保健,创业板,否,2010,60,18600000,51285084.23,东莞证券股份有限公司,"网下询价,上网定价",21,32.01666667,81.06616263
300120.SZ,工业,创业板,否,2010,21,22000000,30526300,太平洋证券股份有限公司,"网下询价,上网定价",21,27.19047619,66.16194318
300121.SZ,材料,创业板,否,2010,20.8,15000000,18477568.14,信达证券股份有限公司,"网下询价,上网定价",21,46.10576923,71.65035
300122.SZ,医疗保健,创业板,否,2010,37.98,40000000,85997052.15,宏源证券股份有限公司,"网下询价,上网定价",25,1.500789889,56.28904063
300123.SZ,工业,创业板,否,2010,28.88,22000000,48491664.74,华泰联合证券有限责任公司,"网下询价,上网定价",25,17.38227147,72.28618182
300124.SZ,工业,创业板,否,2010,71.88,27000000,82445000,中国中投证券有限责任公司,"网下询价,上网定价",25,27.9771842,86.91496296
300125.SZ,工业,创业板,否,2010,55,15000000,47202200,中泰证券股份有限公司,"网下询价,上网定价",33,33.61818182,84.91783333
300126.SZ,工业,创业板,否,2010,34,21050000,43848200,平安证券股份有限公司,"网下询价,上网定价",33,8.088235294,68.06179335
300127.SZ,材料,创业板,否,2010,18,41000000,41426800,国金证券股份有限公司,"网下询价,上网定价",33,44.27777778,75.44245122
300128.SZ,信息技术,创业板,否,2010,35,25000000,52124465.45,兴业证券股份有限公司,"网下询价,上网定价",33,6.628571429,65.11109
300129.SZ,工业,创业板,否,2010,31,30000000,34042100,安信证券股份有限公司,"网下询价,上网定价",32,40.83870968,81.67665417
300130.SZ,信息技术,创业板,否,2010,43.33,16000000,46945065.67,中信证券股份有限公司,"网下询价,上网定价",32,10.43157166,70.25434375
300131.SZ,信息技术,创业板,否,2010,36,11900000,42323875.93,华泰联合证券有限责任公司,"网下询价,上网定价",32,22.97222222,75.71008403
300132.SZ,材料,创业板,否,2010,23,17000000,26019700,国金证券股份有限公司,"网下询价,上网定价",29,35.60869565,81.01542647
300133.SZ,可选消费,创业板,否,2010,68,14120000,52902855.51,安信证券股份有限公司,"网下询价,上网定价",29,58.52941176,83.80345255
300134.SZ,信息技术,创业板,否,2010,49.5,40000000,110115000,西南证券股份有限公司,"网下询价,上网定价",29,6.808080808,65.19948438
300135.SZ,材料,创业板,否,2010,36.46,20000000,39782900,广发证券股份有限公司,"网下询价,上网定价",29,11.38233681,70.54361875
300136.SZ,信息技术,创业板,否,2010,31.75,16670000,39567997.01,长江证券承销保荐有限公司,"网下询价,上网定价",21,63.37007874,87.46593431
300137.SZ,信息技术,创业板,否,2010,22,30000000,33496717.35,兴业证券股份有限公司,"网下询价,上网定价",21,51.36363636,82.5343125
300138.SZ,日常消费,创业板,否,2010,30,23000000,40914935.25,平安证券股份有限公司,"网下询价,上网定价",21,24.23333333,65.07618478
300139.SZ,信息技术,创业板,否,2010,62.5,13700000,55027067.1,中德证券有限责任公司,"网下询价,上网定价",21,30.992,74.23185219
300140.SZ,工业,创业板,否,2010,39.98,15500000,45550000,西部证券股份有限公司,"网下询价,上网定价",21,26.48824412,68.37903226
300141.SZ,工业,创业板,否,2010,31.68,14000000,43398200,中信建投证券股份有限公司,"网下询价,上网定价",21,93.81313131,86.33590179
300142.SZ,医疗保健,创业板,否,2010,95,25000000,153200500,平安证券股份有限公司,"网下询价,上网定价",21,43.52631579,76.169245
300143.SZ,医疗保健,创业板,否,2010,36,17000000,44112500,民生证券股份有限公司,"网下询价,上网定价",20,31.11111111,77.36227206
300144.SZ,可选消费,创业板,否,2010,53,42000000,97579000,中国银河证券股份有限公司,"网下询价,上网定价",20,21.67924528,83.41492262
300145.SZ,工业,创业板,否,2010,37.8,20000000,68825000,光大证券股份有限公司,"网下询价,上网定价",20,10.8994709,64.73018114
300146.SZ,日常消费,创业板,否,2010,110,13680000,79542000,广发证券股份有限公司,"网下询价,上网定价",19,33.43636364,81.11600182
300147.SZ,医疗保健,创业板,否,2010,33.99,31000000,50410700,中信建投证券股份有限公司,"网下询价,上网定价",19,15.03383348,64.5686715
300148.SZ,可选消费,创业板,否,2010,21.88,19000000,36257320,海通证券股份有限公司,"网下询价,上网定价",19,57.22120658,87.54301299
300149.SZ,日常消费,创业板,否,2010,28,17000000,33830000,东海证券股份有限公司,"网下询价,上网定价",19,51.46428571,72.84140441
300150.SZ,信息技术,创业板,否,2010,32.99,35000000,52288500,瑞信方正证券有限责任公司,"网下询价,上网定价",19,80.05456199,86.30605273
300151.SZ,工业,创业板,否,2010,34,17000000,37212800,国信证券股份有限公司,"网下询价,上网定价",19,30.85294118,77.13025
300152.SZ,工业,创业板,否,2010,39,28000000,32485700,华泰联合证券有限责任公司,"网下询价,上网定价",19,30.8974359,86.371125
