,INDUSTRY_GICS,MKT,BACKDOOR,IPO_DATE,IPO_PRICE,IPO_AMOUNT,IPO_EXPENSE,IPO_PUBOFFRDATE,IPO_LEADUNDR,IPO_TYPE,IPO_NPCTCHANGE,IPO_PCTCHANGE,IPO_TURN,IPO_NTURN
002728.SZ,医疗保健,中小企业板,否,2014/7/31 0:00,14,25000000,28193100,2014/7/15 0:00,国信证券股份有限公司,"网下询价,上网定价",76.88492063,44,0.356804,1.531989336
002729.SZ,工业,中小企业板,否,2014/9/12 0:00,11.9,16680000,28492000,2014/8/20 0:00,国金证券股份有限公司,"网下询价,上网定价",103.5589265,44.03361345,0.288669065,1.706640482
002730.SZ,工业,中小企业板,否,2014/10/9 0:00,8.07,36670000,31736900,2014/9/16 0:00,财通证券股份有限公司,"网下询价,上网定价",107.4010327,43.99008674,0.251707118,1.94718945
002731.SZ,可选消费,中小企业板,否,2014/11/4 0:00,11.92,37680000,40932500,2014/10/16 0:00,广发证券股份有限公司,"网下询价,上网定价",135.955711,43.95973154,0.141719745,0.838524044
002732.SZ,日常消费,中小企业板,否,2014/12/5 0:00,10.13,39350000,53180000,2014/11/14 0:00,广发证券股份有限公司,"网下询价,上网定价",93.1459904,44.02764067,0.126048285,1.393762708
002733.SZ,工业,中小企业板,否,2014/12/3 0:00,13.16,34000000,47654720.87,2014/11/14 0:00,招商证券股份有限公司,"网下询价,上网定价",88.81266491,43.99696049,0.138529412,1.182444096
002734.SZ,材料,中小企业板,否,2015/1/27 0:00,10.69,25000000,40250000,2015/1/6 0:00,西部证券股份有限公司,"网下询价,上网定价",58.47953216,43.96632367,0.1708,1.124390602
002735.SZ,材料,中小企业板,否,2014/12/3 0:00,9.23,20000000,33375400,2014/11/14 0:00,民生证券股份有限公司,"网下询价,上网定价",135.8916479,43.98699892,0.18,0.074654102
002736.SZ,金融,中小企业板,否,2014/12/29 0:00,5.83,1200000000,155780000,2014/12/11 0:00,广发证券股份有限公司,"网下询价,上网定价",135.8333333,44.08233276,0.04829175,0.167023614
002737.SZ,医疗保健,中小企业板,否,2014/12/30 0:00,36.53,36500000,84712250,2014/12/11 0:00,东海证券股份有限公司,"网下询价,上网定价",16.63498099,43.99124008,0.361369863,1.82265842
002738.SZ,工业,中小企业板,否,2014/12/30 0:00,7.57,30000000,36550000,2014/12/11 0:00,中信建投证券股份有限公司,"网下询价,上网定价",135.9633028,43.98943197,0.097666667,1.667618155
002739.SZ,可选消费,中小企业板,否,2015/1/22 0:00,21.35,60000000,40674698,2015/1/6 0:00,中银国际证券股份有限公司,"网下询价,上网定价",135.7839948,43.98126464,0.0775,0.018803449
002740.SZ,可选消费,中小企业板,否,2015/1/22 0:00,16.48,25000000,52023691.03,2015/1/6 0:00,海通证券股份有限公司,"网下询价,上网定价",61.18836915,43.99271845,0.2096,2.081102133
002741.SZ,材料,中小企业板,否,2015/2/16 0:00,12.31,30000000,41550000,2015/2/2 0:00,广发证券股份有限公司,"网下询价,上网定价",61.02650874,44.02924452,0.176333333,1.429131985
002742.SZ,材料,中小企业板,否,2015/2/17 0:00,20.37,24000000,49972000,2015/2/2 0:00,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",31.53767474,43.9862543,0.181666667,1.495358109
002743.SZ,工业,中小企业板,否,2015/2/17 0:00,7.22,30340000,24035281.37,2015/2/2 0:00,平安证券股份有限公司,"网下询价,上网定价",96.92307692,44.04432133,0.155570204,1.092074037
002745.SZ,信息技术,中小企业板,否,2015/2/17 0:00,21.5,44500000,80480000,2015/2/2 0:00,平安证券股份有限公司,"网下询价,上网定价",27.74547804,44,0.148314607,1.533543706
002746.SZ,日常消费,中小企业板,否,2015/2/16 0:00,5.28,39850000,38158000,2015/2/2 0:00,民生证券股份有限公司,"网下询价,上网定价",135.7894737,43.93939394,0.145294856,0.751038194
002747.SZ,工业,中小企业板,否,2015/3/20 0:00,6.8,30000000,33620000,2015/3/3 0:00,华林证券股份有限公司,"网下询价,上网定价",135.9550562,43.97058824,0.093666667,0.017878568
002748.SZ,材料,中小企业板,否,2015/3/19 0:00,15.38,30000000,57207000,2015/3/3 0:00,民生证券股份有限公司,"网下询价,上网定价",46.86230248,44.01820546,0.179666667,1.245705843
002749.SZ,材料,中小企业板,否,2015/3/20 0:00,26.92,18750000,58880000,2015/3/4 0:00,国都证券股份有限公司,"网下询价,上网定价",67.00206398,43.98216939,0.151333333,1.943232775
002750.SZ,医疗保健,中小企业板,否,2015/3/24 0:00,21.21,16750000,53130000,2015/3/4 0:00,中国中投证券有限责任公司,"网下询价,上网定价",126.2606418,43.98868458,0.109253731,1.236075997
002751.SZ,工业,中小企业板,否,2015/4/24 0:00,10.48,17560000,29059900,2015/4/8 0:00,国金证券股份有限公司,"网下询价,上网定价",135.8515573,43.98854962,0.184510251,0.032403816
002752.SZ,材料,中小企业板,否,2015/4/22 0:00,5.74,60000000,30252200,2015/4/3 0:00,招商证券股份有限公司,"网下询价,上网定价",135.7920193,44.07665505,0.132333333,0.268702626
002753.SZ,材料,中小企业板,否,2015/5/19 0:00,13.56,24700000,44153820.75,2015/4/24 0:00,中德证券有限责任公司,"网下询价,上网定价",135.8422939,44.02654867,0.060728745,0.005534413
002755.SZ,工业,中小企业板,否,2015/5/15 0:00,7.49,25340000,26326800,2015/4/24 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",135.8665431,44.05874499,0.076894238,0.005740529
002756.SZ,材料,中小企业板,否,2015/5/15 0:00,21.74,50000000,89198500,2015/4/24 0:00,平安证券股份有限公司,"网下询价,上网定价",135.7713191,44.02023919,0.086542,0.021850219
002757.SZ,工业,中小企业板,否,2015/5/27 0:00,12.94,27340000,32779417.57,2015/5/11 0:00,兴业证券股份有限公司,"网下询价,上网定价",135.7487923,43.97217929,0.053767374,0.006823336
002758.SZ,医疗保健,中小企业板,否,2015/5/27 0:00,18.04,14000000,31583200,2015/5/11 0:00,爱建证券有限责任公司,"网下询价,上网定价",135.7582756,44.01330377,0.04,0.005192857
002759.SZ,可选消费,中小企业板,否,2015/5/28 0:00,12.02,24000000,45510000,2015/5/11 0:00,国金证券股份有限公司,"网下询价,上网定价",135.7019064,44.00998336,0.0575,0.0049875
002760.SZ,工业,中小企业板,否,2015/6/11 0:00,8.31,22000000,35380000,2015/5/25 0:00,华林证券股份有限公司,"网下询价,上网定价",135.839599,44.0433213,0.016363636,0.038205728
002761.SZ,可选消费,中小企业板,否,2015/6/10 0:00,7.28,30000000,33358800,2015/5/25 0:00,海通证券股份有限公司,"网下询价,上网定价",135.9732824,43.95604396,0.039333333,0.007951266
002762.SZ,可选消费,中小企业板,否,2015/6/10 0:00,26,17000000,45490000,2015/5/25 0:00,广发证券股份有限公司,"网下询价,上网定价",135.7905983,44,0.041176471,0.021926116
002763.SZ,可选消费,中小企业板,否,2015/6/10 0:00,13.1,54000000,46159120.44,2015/5/25 0:00,国信证券股份有限公司,"网下询价,上网定价",135.8430541,43.96946565,0.041111111,0.023620963
002765.SZ,可选消费,中小企业板,否,2015/6/12 0:00,7.67,52000000,40625300,2015/5/25 0:00,万联证券股份有限公司,"网下询价,上网定价",135.8695652,43.93741851,0.021348077,0.481002301
002766.SZ,可选消费,中小企业板,否,2015/6/11 0:00,7.53,45800000,31603000,2015/5/25 0:00,招商证券股份有限公司,"网下询价,上网定价",135.701107,43.95750332,0.028820961,0.016510917
002767.SZ,工业,中小企业板,否,2015/6/12 0:00,14.87,25000000,53231800,2015/5/26 0:00,中航证券有限公司,"网下询价,上网定价",135.8243811,43.98117014,0.0232,0.264931798
002768.SZ,材料,中小企业板,否,2015/6/30 0:00,17.47,20000000,27986700,2015/6/10 0:00,安信证券股份有限公司,"网下询价,上网定价",57.90937997,44.01831712,0.094505,1.401525855
002769.SZ,工业,中小企业板,否,2015/6/29 0:00,28.49,18500000,67106600,2015/6/10 0:00,华英证券有限责任公司,"网下询价,上网定价",92.90762856,44.01544402,0.08,1.214800239
002770.SZ,日常消费,中小企业板,否,2015/6/30 0:00,6.85,68400000,61560000,2015/6/10 0:00,中原证券股份有限公司,"网下询价,上网定价",70.48681542,43.94160584,0.067252924,1.245731473
002771.SZ,信息技术,中小企业板,否,2015/6/29 0:00,12.78,20000000,37972500,2015/6/10 0:00,民生证券股份有限公司,"网下询价,上网定价",135.7608696,43.97496088,0.044505,0.790607333
002772.SZ,日常消费,中小企业板,否,2015/6/26 0:00,13,37250000,58211900,2015/6/10 0:00,中国国际金融股份有限公司,"网下询价,上网定价",57.90598291,44,0.060136913,1.227572322
002773.SZ,医疗保健,中小企业板,否,2015/6/26 0:00,13.62,45600000,44824267.51,2015/6/10 0:00,中银国际证券股份有限公司,"网下询价,上网定价",98.01121877,43.979442,0.063815789,1.120634079
002774.SZ,工业,中小企业板,否,2017/3/24 0:00,6.1,83700000,48971400,2017/3/6 0:00,东吴证券股份有限公司,"网下询价,上网定价",135.9908884,43.93442623,0.024014337,0.536817133
002775.SZ,工业,中小企业板,否,2015/6/29 0:00,16.93,30000000,43350000,2015/6/10 0:00,中德证券有限责任公司,"网下询价,上网定价",57.87530763,44.00472534,0.08967,1.617606401
002776.SZ,可选消费,中小企业板,否,2015/6/26 0:00,23.29,26220000,48923764.6,2015/6/10 0:00,国信证券股份有限公司,"网下询价,上网定价",29.15921288,44.01030485,0.078157895,1.640890002
002777.SZ,信息技术,中小企业板,否,2015/12/31 0:00,11.46,20000000,40149972.3,2015/12/16 0:00,广发证券股份有限公司,"网下询价,上网定价",136,43.97905759,0.0485,0.007713201
002778.SZ,能源,中小企业板,否,2016/1/6 0:00,8.5,22300000,23501900,2015/12/16 0:00,东吴证券股份有限公司,"网下询价,上网定价",135.7843137,44,0.048878924,0.009690582
002779.SZ,工业,中小企业板,否,2015/12/9 0:00,12.11,22000000,48791333,2015/11/23 0:00,德邦证券股份有限公司,"网下询价,上网定价",135.7798165,44.01321222,0.069545455,0.011066318
002780.SZ,可选消费,中小企业板,否,2015/12/9 0:00,9.42,17000000,28415900,2015/11/23 0:00,东海证券股份有限公司,"网下询价,上网定价",135.9144543,43.94904459,0.055294118,0.007823529
002781.SZ,工业,中小企业板,否,2015/12/22 0:00,13.31,56250000,67817500,2015/12/4 0:00,安信证券股份有限公司,"网下询价,上网定价",135.8894105,44.02704733,0.038891111,0.020289999
002782.SZ,信息技术,中小企业板,否,2015/12/22 0:00,7.58,42600000,34188960,2015/12/4 0:00,招商证券股份有限公司,"网下询价,上网定价",135.7142857,44.06332454,0.03943662,0.007194836
002783.SZ,材料,中小企业板,否,2015/12/9 0:00,28.68,20870000,75723500,2015/11/23 0:00,长江证券承销保荐有限公司,"网下询价,上网定价",135.811138,44.0027894,0.159559176,0.048626691
002785.SZ,材料,中小企业板,否,2015/12/23 0:00,2.29,50000000,26994000,2015/12/4 0:00,招商证券股份有限公司,"网下询价,上网定价",135.4545455,44.10480349,0.0432,0.00292226
002786.SZ,工业,中小企业板,否,2015/12/23 0:00,10.72,31780000,41305200,2015/12/4 0:00,中国中投证券有限责任公司,"网下询价,上网定价",135.880829,44.02985075,0.04594399,0.007981466
002787.SZ,材料,中小企业板,否,2015/12/31 0:00,11.37,35200000,48493300,2015/12/16 0:00,国海证券股份有限公司,"网下询价,上网定价",135.8582773,43.97537379,0.050855114,0.394452751
002788.SZ,医疗保健,中小企业板,否,2016/2/18 0:00,18.65,32050000,56432000,2016/1/21 0:00,国信证券股份有限公司,"网下询价,上网定价",118.6895011,44.02144772,0.054224649,1.797170877
002789.SZ,工业,中小企业板,否,2016/3/11 0:00,22.53,20300000,39704745,2016/2/23 0:00,长城证券股份有限公司,"网下询价,上网定价",101.541307,43.98579672,0.098270936,1.794480085
002790.SZ,工业,中小企业板,否,2016/3/8 0:00,16.58,40000000,47703100,2016/2/17 0:00,广发证券股份有限公司,"网下询价,上网定价",101.0050251,44.02895054,0.13035,1.319780946
002791.SZ,工业,中小企业板,否,2016/3/29 0:00,21.57,53590000,73309200,2016/3/10 0:00,安信证券股份有限公司,"网下询价,上网定价",64.52028332,43.99629115,0.078246168,1.603536844
002792.SZ,信息技术,中小企业板,否,2016/3/28 0:00,22.94,37500000,77041820,2016/3/9 0:00,东北证券股份有限公司,"网下询价,上网定价",135.8159249,43.98430689,0.056,1.097701788
002793.SZ,工业,中小企业板,否,2016/4/15 0:00,11.97,25000000,41880000,2016/3/28 0:00,中泰证券股份有限公司,"网下询价,上网定价",135.962877,44.0267335,0.063672,0.01690164
002795.SZ,工业,中小企业板,否,2016/4/28 0:00,14.85,25000000,43037300,2016/4/12 0:00,中信建投证券股份有限公司,"网下询价,上网定价",115.575304,43.97306397,0.074636,1.019280314
002796.SZ,工业,中小企业板,否,2016/5/10 0:00,12.95,20000000,33732400,2016/4/25 0:00,华林证券股份有限公司,上网定价,135.7640751,44.01544402,0.075365,0.032018099
002797.SZ,金融,中小企业板,否,2016/5/11 0:00,10.64,219000000,96230100,2016/4/25 0:00,"第一创业证券承销保荐有限责任公司,招商证券股份有限公司","网下询价,上网定价",48.95561358,43.98496241,0.163631507,2.16991806
002798.SZ,工业,中小企业板,否,2016/5/25 0:00,10.57,21600000,54755200,2016/4/28 0:00,华西证券股份有限公司,"网下询价,上网定价",135.8081472,43.99243141,0.090976852,0.017121758
002799.SZ,材料,中小企业板,否,2016/6/8 0:00,7.98,25000000,30700000,2016/5/19 0:00,招商证券股份有限公司,"网下询价,上网定价",135.770235,43.98496241,0.0388,0.0071532
002800.SZ,工业,中小企业板,否,2016/5/30 0:00,7.7,18680000,39800000,2016/5/17 0:00,广州证券股份有限公司,上网定价,135.8881876,44.02597403,0.0849197,0.009617184
002801.SZ,工业,中小企业板,否,2016/6/22 0:00,19.51,14720000,40727200,2016/6/7 0:00,西南证券股份有限公司,上网定价,135.7778569,43.97744746,0.036752717,0.004327921
002802.SZ,材料,中小企业板,否,2016/6/29 0:00,9.52,27000000,28540000,2016/6/7 0:00,东兴证券股份有限公司,"网下询价,上网定价",135.8862144,44.01260504,0.06822963,0.004980593
002803.SZ,材料,中小企业板,否,2016/7/12 0:00,6.37,29000000,48980000,2016/6/22 0:00,华龙证券股份有限公司,"网下询价,上网定价",135.9869138,43.95604396,0.038965517,0.005048621
002805.SZ,材料,中小企业板,否,2016/7/7 0:00,5.8,24229000,32204600,2016/6/20 0:00,中泰证券股份有限公司,"网下询价,上网定价",135.9281437,43.96551724,0.060320277,0.004161749
002806.SZ,材料,中小企业板,否,2016/7/26 0:00,6.2,20000000,24630000,2016/7/12 0:00,东海证券股份有限公司,上网定价,135.7222844,44.03225806,0.045,0.0033439
002807.SZ,金融,中小企业板,否,2016/9/2 0:00,4.64,209445500,47943732.93,2016/7/26 0:00,光大证券股份有限公司,"网下询价,上网定价",136.0778443,43.96551724,0.059877152,0.783878148
002808.SZ,信息技术,中小企业板,否,2016/8/12 0:00,7.71,30000000,40600700,2016/7/25 0:00,中国银河证券股份有限公司,"网下询价,上网定价",135.8558559,43.9688716,0.05135,0.0031943
002809.SZ,材料,中小企业板,否,2016/8/23 0:00,22.46,20000000,56601500,2016/8/9 0:00,国都证券股份有限公司,上网定价,135.7452072,43.98931434,0.040075,0.00675575
002810.SZ,材料,中小企业板,否,2016/8/26 0:00,9.91,23980000,31494100,2016/8/8 0:00,招商证券股份有限公司,"网下询价,上网定价",135.8794674,43.99596367,0.047235196,0.004472269
002811.SZ,工业,中小企业板,否,2016/9/8 0:00,13.99,45000000,67544000,2016/8/22 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",135.8808933,44.03145104,0.033335556,0.442289114
002812.SZ,材料,中小企业板,否,2016/9/14 0:00,23.41,33480000,35999800,2016/8/23 0:00,招商证券股份有限公司,"网下询价,上网定价",88.10442005,43.99829133,0.036771207,1.051774859
002813.SZ,信息技术,中小企业板,否,2016/10/12 0:00,6.89,30000000,42082600,2016/9/12 0:00,招商证券股份有限公司,"网下询价,上网定价",135.7862903,43.97677794,0.035183333,0.004121767
002815.SZ,信息技术,中小企业板,否,2016/10/12 0:00,16.31,50000000,67640000,2016/9/12 0:00,中信证券股份有限公司,"网下询价,上网定价",126.3090677,44.02207235,0.040018,1.192633748
002816.SZ,工业,中小企业板,否,2016/10/25 0:00,8.29,25000000,34859981.11,2016/9/27 0:00,国金证券股份有限公司,"网下询价,上网定价",135.678392,44.02895054,0.037308,0.00309804
002817.SZ,医疗保健,中小企业板,否,2016/10/25 0:00,13.88,21670000,37100000,2016/9/28 0:00,国元证券股份有限公司,"网下询价,上网定价",135.867934,44.02017291,0.056479003,0.004656945
002818.SZ,房地产,中小企业板,否,2016/11/9 0:00,23.49,44000000,65225800,2016/10/17 0:00,国金证券股份有限公司,"网下询价,上网定价",135.7375111,44.01873138,0.038693182,0.949291527
002819.SZ,信息技术,中小企业板,否,2016/11/11 0:00,4.96,28340000,36890000,2016/10/20 0:00,长城证券股份有限公司,"网下询价,上网定价",135.8543417,43.9516129,0.03246295,0.003035145
002820.SZ,日常消费,中小企业板,否,2016/11/18 0:00,16.6,32000000,46770500,2016/10/31 0:00,中信建投证券股份有限公司,"网下询价,上网定价",135.7740586,43.97590361,0.0471875,0.016420593
002821.SZ,医疗保健,中小企业板,否,2016/11/18 0:00,30.53,28215875,53366081.5,2016/10/31 0:00,中国银河证券股份有限公司,"网下询价,上网定价",135.8507734,43.98951851,0.036739782,0.006997223
002822.SZ,工业,中小企业板,否,2016/11/29 0:00,10.23,75000000,91218000,2016/11/8 0:00,国海证券股份有限公司,"网下询价,上网定价",135.7773252,43.98826979,0.038154667,0.582485557
002823.SZ,工业,中小企业板,否,2016/11/24 0:00,13.73,36000000,37652100,2016/11/7 0:00,国信证券股份有限公司,"网下询价,上网定价",135.8624178,43.99126001,0.026944444,0.004470139
002824.SZ,材料,中小企业板,否,2017/1/12 0:00,9.8,30000000,29176000,2016/12/22 0:00,国信证券股份有限公司,"网下询价,上网定价",108.1502481,43.97959184,0.049873333,1.383017302
002825.SZ,材料,中小企业板,否,2016/11/29 0:00,10.17,25000000,61000000,2016/11/10 0:00,东方花旗证券有限公司,"网下询价,上网定价",135.7240437,43.95280236,0.032584,0.00532644
002826.SZ,医疗保健,中小企业板,否,2016/12/9 0:00,6.06,47430000,35600000,2016/11/14 0:00,华西证券股份有限公司,"网下询价,上网定价",135.8533792,44.05940594,0.027973856,0.004263167
002827.SZ,材料,中小企业板,否,2016/12/9 0:00,8.23,46000000,29051800,2016/11/14 0:00,财富证券有限责任公司,"网下询价,上网定价",135.8649789,43.9854192,0.04276087,0.007023913
002828.SZ,能源,中小企业板,否,2016/12/8 0:00,12.02,29300000,31147200,2016/11/18 0:00,东方花旗证券有限公司,"网下询价,上网定价",135.7019064,44.00998336,0.030740614,0.006607065
002829.SZ,工业,中小企业板,否,2016/12/13 0:00,17.65,19000000,26901800,2016/11/30 0:00,民生证券股份有限公司,上网定价,135.7592447,44.02266289,0.043157895,0.00921258
002830.SZ,工业,中小企业板,否,2016/12/13 0:00,16.53,16670000,46143300,2016/11/29 0:00,中国国际金融股份有限公司,上网定价,135.8403361,43.98064126,0.040191962,0.033158429
002831.SZ,材料,中小企业板,否,2016/12/16 0:00,36.77,40010000,81968800,2016/11/25 0:00,中信证券股份有限公司,"网下询价,上网定价",29.36732767,44.00326353,0.075501125,1.278448343
002832.SZ,可选消费,中小企业板,否,2016/12/23 0:00,26.17,26670000,73876900,2016/12/6 0:00,安信证券股份有限公司,"网下询价,上网定价",42.78131635,43.98165839,0.067896513,2.011980295
002833.SZ,工业,中小企业板,否,2016/12/28 0:00,10.11,33360000,33800000,2016/12/7 0:00,英大证券有限责任公司,"网下询价,上网定价",135.8516484,44.01582591,0.034070743,0.024944514
002835.SZ,信息技术,中小企业板,否,2016/12/28 0:00,12.34,27000000,34180000,2016/12/6 0:00,国信证券股份有限公司,"网下询价,上网定价",135.846933,44.00324149,0.036685185,0.525643945
002836.SZ,工业,中小企业板,否,2016/12/29 0:00,8.09,20000000,41087000,2016/12/19 0:00,国元证券股份有限公司,上网定价,135.9656652,44.00494438,0.025955,0.022682849
002837.SZ,工业,中小企业板,否,2016/12/29 0:00,18,20000000,51193200,2016/12/15 0:00,华林证券股份有限公司,上网定价,101.8904321,44,0.042,0.912473023
002838.SZ,材料,中小企业板,否,2017/1/6 0:00,15.28,21000000,30372000,2016/12/15 0:00,申万宏源证券承销保荐有限责任公司,"网下询价,上网定价",92.95454545,43.97905759,0.033433333,1.085277557
002839.SZ,金融,中小企业板,否,2017/1/24 0:00,4.37,180760000,55924300,2016/12/13 0:00,东吴证券股份有限公司,"网下询价,上网定价",93.48171701,43.93592677,0.0639262,2.554332733
002840.SZ,日常消费,中小企业板,否,2017/1/10 0:00,6.55,44666700,32330000,2016/12/16 0:00,国信证券股份有限公司,"网下询价,上网定价",135.8430541,43.96946565,0.028629829,0.625272155
002841.SZ,信息技术,中小企业板,否,2017/1/19 0:00,19.06,40500000,61048400,2016/12/29 0:00,广发证券股份有限公司,"网下询价,上网定价",135.7741348,44.01888772,0.057530864,1.155016422
002842.SZ,材料,中小企业板,否,2017/1/19 0:00,11.42,25000000,37486300,2016/12/27 0:00,广发证券股份有限公司,"网下询价,上网定价",135.7664234,43.95796848,0.038008,0.019415639
002843.SZ,工业,中小企业板,否,2017/1/20 0:00,6.08,35000000,36600000,2016/12/29 0:00,国信证券股份有限公司,"网下询价,上网定价",135.8447489,44.07894737,0.041145714,0.0102058
002845.SZ,信息技术,中小企业板,否,2017/1/25 0:00,15.99,24000000,40216000,2017/1/5 0:00,海通证券股份有限公司,"网下询价,上网定价",135.8228398,44.0275172,0.0593125,0.020343876
002846.SZ,材料,中小企业板,否,2017/2/7 0:00,8.33,30000000,31430000,2017/1/10 0:00,国海证券股份有限公司,"网下询价,上网定价",135.8333333,44.05762305,0.03969,0.021374065
002847.SZ,日常消费,中小企业板,否,2017/2/8 0:00,9.14,31000000,35800000,2017/1/10 0:00,西部证券股份有限公司,"网下询价,上网定价",135.8662614,43.98249453,0.044322581,0.010452548
002848.SZ,可选消费,中小企业板,否,2017/2/13 0:00,6.31,41800000,46123000,2017/1/16 0:00,招商证券股份有限公司,"网下询价,上网定价",135.7535754,44.0570523,0.028471292,0.005472919
002849.SZ,工业,中小企业板,否,2017/2/17 0:00,12.08,21666700,34687613,2017/1/23 0:00,东吴证券股份有限公司,"网下询价,上网定价",135.8045977,44.0397351,0.049269155,0.008383603
002850.SZ,工业,中小企业板,否,2017/3/2 0:00,37.7,35000000,96318300,2017/2/13 0:00,中国国际金融股份有限公司,"网下询价,上网定价",135.8076994,44.00530504,0.057782857,0.802859843
002851.SZ,工业,中小企业板,否,2017/3/6 0:00,12.17,44500000,51295501.9,2017/2/14 0:00,华林证券股份有限公司,"网下询价,上网定价",135.7876712,43.96055875,0.021710112,0.005656359
002852.SZ,日常消费,中小企业板,否,2017/3/10 0:00,47.3,25000000,65860000,2017/2/20 0:00,中信建投证券股份有限公司,"网下询价,上网定价",135.7950374,43.99577167,0.057432,0.966046393
002853.SZ,可选消费,中小企业板,否,2017/3/10 0:00,31.03,15600000,38217100,2017/2/22 0:00,长城证券股份有限公司,上网定价,135.8549687,43.9896874,0.034615385,0.017770577
002855.SZ,信息技术,中小企业板,否,2017/3/21 0:00,6.54,60000000,50150000,2017/2/28 0:00,东方花旗证券有限公司,"网下询价,上网定价",135.881104,44.03669725,0.027716667,0.010105333
002856.SZ,工业,中小企业板,否,2017/3/20 0:00,11.61,25340000,27404637.31,2017/2/27 0:00,华创证券有限责任公司,"网下询价,上网定价",135.7655502,44.01378122,0.025651144,0.518924892
002857.SZ,工业,中小企业板,否,2017/3/23 0:00,10.26,20000000,28725700,2017/3/8 0:00,民生证券股份有限公司,上网定价,135.9512525,43.95711501,0.032,0.0081056
002858.SZ,可选消费,中小企业板,否,2017/3/24 0:00,10.67,15800000,31220000,2017/3/13 0:00,申万宏源证券承销保荐有限责任公司,上网定价,136.0026042,43.95501406,0.021518987,0.002873418
002859.SZ,信息技术,中小企业板,否,2017/4/7 0:00,29.82,25570000,58209600,2017/3/13 0:00,国信证券股份有限公司,"网下询价,上网定价",65.34699581,43.99731724,0.040068729,1.253564119
002860.SZ,工业,中小企业板,否,2017/4/12 0:00,19.81,18994670,72822000,2017/3/21 0:00,安信证券股份有限公司,"网下询价,上网定价",94.91763056,44.01817264,0.034059211,0.798598647
002861.SZ,信息技术,中小企业板,否,2017/4/13 0:00,17.25,30680000,78594400,2017/3/23 0:00,中信证券股份有限公司,"网下询价,上网定价",71.85990338,44,0.027705346,0.829349995
002862.SZ,可选消费,中小企业板,否,2017/4/11 0:00,11.17,20000000,21420000,2017/3/27 0:00,东海证券股份有限公司,上网定价,135.9452736,43.95702775,0.0275,0.613389254
002863.SZ,可选消费,中小企业板,否,2017/4/18 0:00,5.48,55500000,47289000,2017/3/27 0:00,财通证券股份有限公司,"网下询价,上网定价",135.9949303,43.97810219,0.029607207,0.018768145
002864.SZ,医疗保健,中小企业板,否,2017/11/16 0:00,10.03,21670000,33301900,2017/10/25 0:00,中泰证券股份有限公司,"网下询价,上网定价",94.87534626,43.96809571,0.036709737,0.018650576
002865.SZ,可选消费,中小企业板,否,2017/4/25 0:00,9.05,30000000,48140000,2017/4/5 0:00,中国银河证券股份有限公司,"网下询价,上网定价",135.7636224,43.97790055,0.029696667,1.225043893
002866.SZ,信息技术,中小企业板,否,2017/4/26 0:00,13.4,35906700,46168987,2017/4/6 0:00,东吴证券股份有限公司,"网下询价,上网定价",65.28497409,44.02985075,0.035784408,1.496298075
002867.SZ,可选消费,中小企业板,否,2017/4/27 0:00,19.92,76850000,70404200,2017/4/10 0:00,广发证券股份有限公司,"网下询价,上网定价",29.81171548,43.97590361,0.032830189,1.334756732
002868.SZ,医疗保健,中小企业板,否,2017/5/3 0:00,15.2,30000000,87847700,2017/4/10 0:00,兴业证券股份有限公司,"网下询价,上网定价",85.60986752,44.01315789,0.028903333,1.518708944
002869.SZ,信息技术,中小企业板,否,2017/5/15 0:00,21.8,29520000,89051200,2017/4/20 0:00,国信证券股份有限公司,"网下询价,上网定价",59.28639694,43.99082569,0.039281843,2.528075218
002870.SZ,可选消费,中小企业板,否,2017/5/15 0:00,20.44,27670000,78869300,2017/4/25 0:00,安信证券股份有限公司,"网下询价,上网定价",38.93985729,43.98238748,0.032670763,2.248195887
002871.SZ,工业,中小企业板,否,2017/5/11 0:00,15.39,17000000,41995000,2017/4/27 0:00,宏信证券有限责任公司,上网定价,121.1642599,43.98960364,0.027058824,1.772997022
002872.SZ,医疗保健,中小企业板,否,2017/5/19 0:00,22.37,53000000,106819300,2017/5/2 0:00,华西证券股份有限公司,"网下询价,上网定价",29.4008072,43.98748324,0.029324528,2.300790787
002873.SZ,医疗保健,中小企业板,否,2017/5/19 0:00,18.41,17220000,27327900,2017/5/4 0:00,中德证券有限责任公司,上网定价,97.58581667,43.99782727,0.030778165,1.701424599
002875.SZ,可选消费,中小企业板,否,2017/6/1 0:00,17.07,25000000,47633000,2017/5/10 0:00,中信证券股份有限公司,"网下询价,上网定价",64.40195281,43.99531342,0.039624,2.494800806
002876.SZ,信息技术,中小企业板,否,2017/5/25 0:00,19.12,20000000,36636000,2017/5/12 0:00,国信证券股份有限公司,上网定价,94.84199056,43.98535565,0.032505,0.528117061
002877.SZ,工业,中小企业板,否,2017/6/5 0:00,8.4,30560000,33780415.1,2017/5/15 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",135.7024793,44.04761905,0.017342932,0.816098809
002878.SZ,可选消费,中小企业板,否,2017/6/6 0:00,14.48,18840000,45257400,2017/5/17 0:00,国泰君安证券股份有限公司,上网定价,85.85131894,43.99171271,0.04670913,1.456389427
