,INDUSTRY_GICS,MKT,BACKDOOR,IPO_DATE,IPO_PRICE,IPO_AMOUNT,IPO_EXPENSE,IPO_PUBOFFRDATE,IPO_LEADUNDR,IPO_TYPE,IPO_NPCTCHANGE,IPO_PCTCHANGE,IPO_TURN,IPO_NTURN
601258.SH,可选消费,主板,否,2011/4/28 0:00,45,140000000,259993254,2011/4/6 0:00,瑞银证券有限责任公司,"网下询价,上网定价",-2.573742047,-23.15555556,16.61725893,0.463035703
601288.SH,金融,主板,否,2010/7/15 0:00,2.68,25570588000,971682344,2010/6/17 0:00,"国泰君安证券股份有限公司,中国国际金融股份有限公司,中国银河证券股份有限公司,中信证券股份有限公司","战略配售,网下询价,上网定价",5.185185185,0.746268657,39.18135636,1.325887203
601311.SH,工业,主板,否,2011/6/2 0:00,18.6,83000000,65557600,2011/5/17 0:00,太平洋证券股份有限公司,"网下询价,上网定价",-1.652421652,-5.64516129,21.3434262,0.882175088
601326.SH,工业,主板,否,2017/8/16 0:00,2.34,558000000,65117100,2017/7/4 0:00,中国国际金融股份有限公司,"网下询价,上网定价",135.9050445,44.01709402,0.030424194,0.019321227
601336.SH,金融,主板,否,2011/12/16 0:00,23.25,158540000,91950000,2011/11/22 0:00,"瑞银证券有限责任公司,中国国际金融股份有限公司","网下询价,上网定价",6.354009077,13.72043011,92.38778463,2.366488457
601339.SH,可选消费,主板,否,2012/6/12 0:00,13.6,150000000,62108367.47,2012/5/22 0:00,中信证券股份有限公司,"网下询价,上网定价",-7.785888078,-9.338235294,22.13263,0.689125896
601360.SH,信息技术,主板,是,2012/1/16 0:00,12.4,56000000,60434541.3,2011/12/27 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",-1.27388535,-11.37096774,18.12357143,0.586150169
601366.SH,可选消费,主板,否,2017/4/12 0:00,8.82,176000000,55170000,2017/3/21 0:00,中信证券股份有限公司,"网下询价,上网定价",28.81889764,43.99092971,0.022503977,1.482531071
601368.SH,公用事业,主板,否,2015/6/12 0:00,6.43,147000000,74383800,2015/5/25 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",135.9611231,44.01244168,0.014013605,0.322344005
601369.SH,工业,主板,否,2010/4/28 0:00,15.5,109251349,75731624.36,2010/4/2 0:00,中国国际金融股份有限公司,"网下询价,上网定价",-16.65801764,24.32258065,73.93378756,3.080908537
601375.SH,金融,主板,否,2017/1/3 0:00,4,700000000,130188257.6,2016/12/8 0:00,"瑞信方正证券有限责任公司,中泰证券股份有限公司","网下询价,上网定价",37.67361111,44,0.026148654,1.743028164
601377.SH,金融,主板,否,2010/10/13 0:00,10,263000000,59887985.26,2010/9/14 0:00,瑞银证券有限责任公司,"网下询价,上网定价",40.71332436,48.6,87.7202039,4.355206013
601388.SH,材料,主板,否,2012/4/23 0:00,13,105000000,86168660.28,2012/3/23 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",11.22853369,16.46153846,83.33331786,4.576403618
601500.SH,可选消费,主板,否,2016/9/19 0:00,4.92,174919085,53832600,2016/8/26 0:00,中信建投证券股份有限公司,"网下询价,上网定价",97.88135593,43.90243902,0.036409406,1.200080752
601515.SH,工业,主板,否,2012/2/16 0:00,13.2,56000000,46356200,2012/1/20 0:00,国信证券股份有限公司,"网下询价,上网定价",-0.688791484,20.98484848,91.35047321,3.409646988
601519.SH,信息技术,主板,否,2011/1/28 0:00,23.2,110000000,128244300,2011/1/11 0:00,西南证券股份有限公司,"网下询价,上网定价",6.382978723,9.396551724,77.69837841,3.403604269
601555.SH,金融,主板,否,2011/12/12 0:00,6.5,500000000,100151151.2,2011/11/25 0:00,中信证券股份有限公司,"网下询价,上网定价",-10.47619048,13.07692308,83.51344436,4.301760674
601558.SH,工业,主板,否,2011/1/13 0:00,90,105100000,138972000,2010/12/24 0:00,"安信证券股份有限公司,中德证券有限责任公司","网下询价,上网定价",-10.85166523,-9.588888889,28.6189239,0.735616624
601566.SH,可选消费,主板,否,2011/5/30 0:00,22,120000000,86950100,2011/5/10 0:00,中信证券股份有限公司,"网下询价,上网定价",5.750130685,-13.04545455,23.32759688,0.799881399
601567.SH,工业,主板,否,2011/6/15 0:00,20,67000000,57182900,2011/5/24 0:00,东方证券股份有限公司,"网下询价,上网定价",-1.692226335,-5.45,21.2854347,0.717351019
601579.SH,日常消费,主板,否,2014/8/25 0:00,4.43,100000000,67510100,2014/7/15 0:00,中国国际金融股份有限公司,"网下询价,上网定价",130.4075235,44.01805869,0.25879,1.867161512
601595.SH,可选消费,主板,否,2016/8/17 0:00,10.19,93500000,45377200,2016/7/27 0:00,中国国际金融股份有限公司,"网下询价,上网定价",135.8554874,43.96467125,0.024986096,0.01092123
601599.SH,可选消费,主板,否,2011/5/27 0:00,10,53000000,48007000,2011/5/10 0:00,平安证券股份有限公司,"网下询价,上网定价",-12.86480048,67.9,94.11160142,4.70745945
601608.SH,工业,主板,否,2012/7/6 0:00,4.67,685000000,113375827,2012/6/16 0:00,"中德证券有限责任公司,中信证券股份有限公司","战略配售,网下询价,上网定价",-7.306889353,2.569593148,63.62193841,2.29598403
601611.SH,工业,主板,否,2016/6/6 0:00,3.47,525000000,55347600,2016/5/16 0:00,中信建投证券股份有限公司,"网下询价,上网定价",136.2,44.09221902,0.079079048,0.028165998
601616.SH,工业,主板,否,2011/2/1 0:00,19,105000000,141966800,2011/1/17 0:00,东吴证券股份有限公司,"网下询价,上网定价",3.631284916,-5.789473684,12.107,0.439999282
601619.SH,公用事业,主板,否,2017/7/20 0:00,1.26,193712341,45280471.69,2017/7/3 0:00,海通证券股份有限公司,"网下询价,上网定价",135.9116022,43.65079365,0.01915211,0.006332694
601633.SH,可选消费,主板,否,2011/9/28 0:00,13,304243000,60786700,2011/9/2 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",3.122362869,-8.846153846,27.94793832,1.9524858
601636.SH,材料,主板,否,2011/8/12 0:00,9,168000000,50945300,2011/7/25 0:00,中国中投证券有限责任公司,"网下询价,上网定价",-3.816254417,57.22222222,86.2490878,3.86816287
601669.SH,工业,主板,否,2011/10/18 0:00,4.5,3000000000,260306500,2011/9/19 0:00,"中信建投证券股份有限公司,中银国际证券股份有限公司","网下询价,上网定价",-3.984819734,17.11111111,93.95593473,3.299653053
601677.SH,材料,主板,否,2011/9/19 0:00,20,60000000,64513600,2011/8/30 0:00,平安证券股份有限公司,"网下询价,上网定价",-12.32201533,-8.7,40.93735208,1.308297276
601678.SH,材料,主板,否,2010/2/23 0:00,19,110000000,114000000,2010/1/29 0:00,国信证券股份有限公司,"网下询价,上网定价",-1.490514905,16.52631579,72.35456705,2.80822587
601688.SH,金融,主板,否,2010/2/26 0:00,20,784561275,166797636.2,2010/2/2 0:00,海通证券股份有限公司,"网下询价,上网定价",8.831908832,5.3,56.61281844,2.012918472
601689.SH,可选消费,主板,否,2015/3/19 0:00,11.37,129100000,75889495.56,2015/3/3 0:00,华林证券股份有限公司,"网下询价,上网定价",42.88332315,43.97537379,0.089592564,1.426915288
601700.SH,工业,主板,否,2011/1/18 0:00,35,54900000,70154600,2010/12/28 0:00,申万宏源证券有限公司,"网下询价,上网定价",-4.839786382,-14.4,23.92956793,0.786435604
601717.SH,工业,主板,否,2010/8/3 0:00,20,140000000,99598100,2010/7/9 0:00,中信证券股份有限公司,"网下询价,上网定价",0.349872774,57.2,89.463275,3.239875793
601718.SH,可选消费,主板,否,2010/8/16 0:00,3.5,1157000000,135718321,2010/7/23 0:00,瑞银证券有限责任公司,"网下询价,上网定价",-8.265802269,76.28571429,89.77033068,3.5199368
601777.SH,可选消费,主板,否,2010/11/25 0:00,14.5,200000000,105597100,2010/11/5 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",-14.8852826,23.24137931,68.88672375,1.907616973
601789.SH,工业,主板,否,2011/8/16 0:00,6.39,100000000,51646526.19,2011/7/27 0:00,中国中投证券有限责任公司,"网下询价,上网定价",-0.089047195,75.74334898,90.28799375,4.411708832
601798.SH,能源,主板,否,2011/6/22 0:00,11,80000000,52270200,2011/6/1 0:00,国信证券股份有限公司,"网下询价,上网定价",6.577974871,23,90.36057344,4.280973434
601799.SH,可选消费,主板,否,2011/2/1 0:00,21.24,60000000,56781300,2011/1/17 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",14.95184997,-7.109227872,13.25447708,1.837447405
601800.SH,工业,主板,否,2012/3/9 0:00,5.4,1349735425,135965216,2012/1/31 0:00,"国泰君安证券股份有限公司,中信证券股份有限公司,中银国际证券股份有限公司","战略配售,网下询价,上网定价,比例换股",-11.86186186,23.33333333,67.40847507,2.285499573
601801.SH,可选消费,主板,否,2010/1/18 0:00,11.8,110000000,59360546.77,2009/12/25 0:00,国元证券股份有限公司,"网下询价,上网定价",-14.91775383,49.40677966,75.39860455,3.102121592
601811.SH,可选消费,主板,否,2016/8/8 0:00,7.12,98710000,57640100,2016/7/19 0:00,中银国际证券股份有限公司,"网下询价,上网定价",136,43.96067416,0.059662648,0.011494095
601818.SH,金融,主板,否,2010/8/18 0:00,3.1,7000000000,379000000,2010/7/30 0:00,"申万宏源证券有限公司,中国国际金融股份有限公司,中国中投证券有限责任公司","战略配售,网下询价,上网定价",-7.103825137,18.06451613,85.46169751,2.044199467
601828.SH,可选消费,主板,否,2018/1/17 0:00,10.23,315000000,172442200,2017/12/25 0:00,中国国际金融股份有限公司,"网下询价,上网定价",49.76238968,43.98826979,0.04712,1.95212245
601838.SH,金融,主板,否,2018/1/31 0:00,6.99,361225134,84679457.68,2017/12/19 0:00,中信建投证券股份有限公司,"网下询价,上网定价",27.90466733,44.06294707,0.055112444,1.769231081
601858.SH,可选消费,主板,否,2017/1/18 0:00,6.84,130500000,58522300,2016/12/28 0:00,中银国际证券股份有限公司,"网下询价,上网定价",59.39086294,44.00584795,0.051029885,2.230215311
601877.SH,工业,主板,否,2010/1/21 0:00,23.98,105000000,65155900,2009/12/31 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",-18.90391953,20.22518766,75.29851548,2.181408882
601878.SH,金融,主板,否,2017/6/26 0:00,8.45,333333400,59865600,2017/5/16 0:00,东兴证券股份有限公司,"网下询价,上网定价",52.5061627,44.02366864,0.077323485,2.758131742
601880.SH,工业,主板,否,2010/12/6 0:00,3.8,1500000000,122824480.5,2010/11/12 0:00,中信证券股份有限公司,"网下询价,上网定价,定向配售",-16.79389313,37.89473684,89.74515943,2.770111322
601881.SH,金融,主板,否,2017/1/23 0:00,6.81,600000000,131786000,2016/12/26 0:00,"国泰君安证券股份有限公司,中信建投证券股份有限公司,中信证券股份有限公司","网下询价,上网定价",22.42609582,44.05286344,0.0767675,2.282432795
601882.SH,工业,主板,否,2016/11/7 0:00,1.5,52200000,16288900,2016/10/17 0:00,中信证券股份有限公司,"网下询价,上网定价",136.1111111,44,0.02689272,0.002585479
601886.SH,工业,主板,否,2011/8/18 0:00,20,110000000,112545100,2011/7/28 0:00,平安证券股份有限公司,"网下询价,上网定价",0.569259962,31.75,85.26485682,3.596286774
601890.SH,工业,主板,否,2010/12/28 0:00,22.5,90000000,71900000,2010/12/7 0:00,国信证券股份有限公司,"网下询价,上网定价",-14.76230192,6.577777778,69.53291806,2.243126631
601900.SH,可选消费,主板,否,2016/2/15 0:00,6.13,169100000,47631700,2016/1/20 0:00,长城证券股份有限公司,"网下询价,上网定价",135.6738392,44.045677,0.08025547,0.695612669
601901.SH,金融,主板,否,2011/8/10 0:00,3.9,1500000000,201824687.7,2011/7/21 0:00,"平安证券股份有限公司,中信证券股份有限公司","网下询价,上网定价",3.928571429,43.58974359,89.41197042,3.750115156
601908.SH,信息技术,主板,否,2011/9/8 0:00,42,60000000,106286885.1,2011/8/18 0:00,中信证券股份有限公司,"网下询价,上网定价",-25.3484881,11.02380952,81.47464583,2.672332764
601928.SH,可选消费,主板,否,2011/11/30 0:00,8.8,509000000,160749300,2011/11/11 0:00,中国国际金融股份有限公司,"网下询价,上网定价",-8.431703204,34.77272727,92.01383318,4.239386082
601929.SH,可选消费,主板,否,2012/2/23 0:00,7,280000000,94482961.78,2012/1/30 0:00,中信证券股份有限公司,"网下询价,上网定价",-9.375,87.42857143,94.10314732,4.082540989
601933.SH,日常消费,主板,否,2010/12/15 0:00,23.98,110000000,115789300,2010/11/25 0:00,中信证券股份有限公司,"网下询价,上网定价",-4.769278414,34.65387823,86.7601875,2.925535679
601949.SH,可选消费,主板,否,2017/8/21 0:00,3.34,364500000,72130400,2017/7/31 0:00,中银国际证券股份有限公司,"网下询价,上网定价",135.5509356,44.01197605,0.022912757,0.071849033
601952.SH,日常消费,主板,否,2017/5/15 0:00,9.32,260000000,134748000,2017/4/24 0:00,国信证券股份有限公司,"网下询价,上网定价",18.47988077,43.99141631,0.03849,1.546080709
601965.SH,可选消费,主板,否,2012/6/11 0:00,8.2,192000000,63890411.66,2012/5/15 0:00,中信建投证券股份有限公司,"网下询价,上网定价",-8.311345646,-7.56097561,32.82769688,0.977389932
601966.SH,可选消费,主板,否,2016/7/6 0:00,12.98,200000000,105199900,2016/6/13 0:00,安信证券股份有限公司,"网下询价,上网定价",125.2006421,43.99075501,0.047968,0.717445433
601968.SH,材料,主板,否,2015/6/11 0:00,3.08,208333300,52733900,2015/5/25 0:00,中信证券股份有限公司,"网下询价,上网定价",136.036036,44.15584416,0.020784003,0.017422006
601969.SH,材料,主板,否,2014/12/9 0:00,10.34,186670000,171338000,2014/11/14 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",1.94761585,44.00386847,0.199923394,1.589743376
601985.SH,公用事业,主板,否,2015/6/10 0:00,3.39,3891000000,198602200,2015/5/25 0:00,"瑞银证券有限责任公司,中信证券股份有限公司","网下询价,上网定价",136.2704918,43.95280236,0.019046466,0.010167562
601996.SH,材料,主板,否,2011/9/29 0:00,14,58620000,53774200,2011/9/8 0:00,恒泰证券股份有限公司,"网下询价,上网定价",8.012093726,-5.5,30.56807118,3.082442284
601997.SH,金融,主板,否,2016/8/16 0:00,8.49,500000000,137027359.2,2016/7/27 0:00,中信建投证券股份有限公司,"网下询价,上网定价",52.65739984,44.05182568,0.057399,1.725124598
603000.SH,信息技术,主板,否,2012/4/27 0:00,20,69105691,41645049.02,2012/4/5 0:00,中信证券股份有限公司,"网下询价,上网定价",35.109447,73.6,86.01193021,4.196532249
603001.SH,可选消费,主板,否,2012/4/26 0:00,25.5,81000000,58800500,2012/4/10 0:00,国信证券股份有限公司,"网下询价,上网定价",1.479915433,-7.254901961,26.81746296,1.032369852
603002.SH,材料,主板,否,2012/5/18 0:00,3.6,100000000,40128455.69,2012/4/24 0:00,海通证券股份有限公司,"网下询价,上网定价",-11.79906542,137.7777778,86.10025875,4.104773045
603003.SH,能源,主板,否,2012/8/17 0:00,6.5,50500000,24298883.67,2012/7/27 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",10.37383178,64.61538462,87.71391287,5.494716167
603005.SH,信息技术,主板,否,2014/2/10 0:00,19.16,56674239,45335500,2014/1/9 0:00,国信证券股份有限公司,"网下询价,上网定价",59.29684668,43.99791232,6.606352491,2.377480984
603006.SH,可选消费,主板,否,2014/6/30 0:00,9.93,20000000,26824900,2014/6/10 0:00,中信建投证券股份有限公司,"网下询价,上网定价",114.2657343,44.00805639,0.600425,0.178049952
603007.SH,工业,主板,否,2016/8/26 0:00,11.66,33350000,34931534.5,2016/7/14 0:00,中泰证券股份有限公司,"网下询价,上网定价",135.9142347,43.99656947,0.035031484,0.009639191
603008.SH,可选消费,主板,否,2012/7/17 0:00,12.5,52500000,52439002.9,2012/6/27 0:00,中信证券股份有限公司,"网下询价,上网定价",-9.862778731,-6.72,34.73091238,1.161042571
603009.SH,可选消费,主板,否,2014/7/18 0:00,7.01,26670000,36982375.61,2014/6/10 0:00,海通证券股份有限公司,"网下询价,上网定价",135.877106,43.93723252,0.301462317,1.56735611
603010.SH,材料,主板,否,2014/10/10 0:00,11.7,25000000,40285332.61,2014/9/16 0:00,广发证券股份有限公司,"网下询价,上网定价",54.30267062,44.01709402,0.2232,2.409030437
603011.SH,工业,主板,否,2014/11/7 0:00,4.26,45000000,29997800,2014/10/16 0:00,国元证券股份有限公司,"网下询价,上网定价",136.0522023,43.89671362,0.089777778,0.024902979
603012.SH,工业,主板,否,2015/3/20 0:00,13.56,79600000,72213200,2015/3/4 0:00,国金证券股份有限公司,"网下询价,上网定价",34.92063492,44.02654867,0.117085427,1.502370954
603015.SH,工业,主板,否,2015/3/3 0:00,10.6,50100000,51864575.5,2015/2/2 0:00,西南证券股份有限公司,"网下询价,上网定价",47.44429882,43.96226415,0.083832335,1.807332993
603016.SH,工业,主板,否,2016/7/1 0:00,8.49,37050000,24611000,2016/6/8 0:00,东海证券股份有限公司,"网下询价,上网定价",135.8135732,44.05182568,0.043460189,0.005554413
603017.SH,工业,主板,否,2014/12/31 0:00,29.97,15000000,32684900,2014/12/11 0:00,东吴证券股份有限公司,"网下询价,上网定价",15.10658017,44.01067734,0.211333333,1.6174649
603018.SH,工业,主板,否,2014/10/13 0:00,32.26,26000000,61950000,2014/9/16 0:00,广发证券股份有限公司,"网下询价,上网定价",22.49730893,43.98636082,0.186538462,1.499059081
603019.SH,信息技术,主板,否,2014/11/6 0:00,5.29,75000000,48250000,2014/10/16 0:00,中信建投证券股份有限公司,"网下询价,上网定价",135.8267717,44.04536862,0.085866667,0.010918906
603020.SH,日常消费,主板,否,2015/3/25 0:00,20.47,40000000,61800000,2015/3/3 0:00,光大证券股份有限公司,"网下询价,上网定价",43.48710991,44.01563263,0.05825,1.688394547
603021.SH,材料,主板,否,2015/4/23 0:00,8.73,26400000,37059300,2015/4/3 0:00,广发证券股份有限公司,"网下询价,上网定价",135.7199682,43.9862543,0.171590909,1.336840272
603022.SH,材料,主板,否,2015/5/18 0:00,14.31,20000000,33166000,2015/4/24 0:00,中德证券有限责任公司,"网下询价,上网定价",135.8078603,44.02515723,0.031,0.00709
603023.SH,可选消费,主板,否,2015/5/27 0:00,13.25,20000000,48330000,2015/5/11 0:00,民生证券股份有限公司,"网下询价,上网定价",135.7966457,44,0.051,0.006035
603025.SH,工业,主板,否,2015/4/22 0:00,11.17,51000000,51411000,2015/4/3 0:00,中信建投证券股份有限公司,"网下询价,上网定价",98.88059701,43.95702775,0.127845098,0.774465978
603026.SH,材料,主板,否,2015/5/29 0:00,6.51,50680000,38326145.69,2015/5/11 0:00,招商证券股份有限公司,"网下询价,上网定价",135.8591249,43.93241167,0.035911602,0.004478591
603027.SH,日常消费,主板,否,2016/3/7 0:00,9.19,40000000,28765900,2016/2/17 0:00,招商证券股份有限公司,"网下询价,上网定价",120.7860922,43.96082699,0.0964875,1.802179456
603028.SH,材料,主板,否,2016/3/31 0:00,4.26,55200000,43457200,2016/3/11 0:00,广发证券股份有限公司,"网下询价,上网定价",136.0522023,43.89671362,0.062153986,0.018612228
603029.SH,工业,主板,否,2016/4/27 0:00,8.93,23340000,36442200,2016/4/7 0:00,中德证券有限责任公司,"网下询价,上网定价",135.9253499,44.00895857,0.088903171,0.216226608
603030.SH,工业,主板,否,2015/3/20 0:00,9.85,40000000,33757500,2015/3/3 0:00,国信证券股份有限公司,"网下询价,上网定价",135.9661495,43.95939086,0.07875,1.358558536
603031.SH,日常消费,主板,否,2016/8/22 0:00,11.71,20000000,30489000,2016/8/8 0:00,华林证券股份有限公司,上网定价,136.0023725,43.9795047,0.045,0.01359805
603032.SH,工业,主板,否,2017/1/5 0:00,5.81,33340000,33005600,2016/12/15 0:00,长江证券承销保荐有限公司,"网下询价,上网定价",135.7228196,44.06196213,0.029826035,0.120126516
603033.SH,材料,主板,否,2016/12/7 0:00,17.55,22700000,34985000,2016/11/15 0:00,招商证券股份有限公司,"网下询价,上网定价",135.8527899,43.98860399,0.042744493,0.705758631
603035.SH,可选消费,主板,否,2017/1/5 0:00,10.44,70000000,63490300,2016/12/15 0:00,中国国际金融股份有限公司,"网下询价,上网定价",63.60612109,43.96551724,0.041221429,2.914558411
603036.SH,能源,主板,否,2016/12/9 0:00,6.84,50840000,44254000,2016/11/18 0:00,广发证券股份有限公司,"网下询价,上网定价",135.8375635,44.00584795,0.035995279,0.010159599
603037.SH,可选消费,主板,否,2017/1/20 0:00,16.01,20000000,36192419.98,2016/12/19 0:00,东北证券股份有限公司,上网定价,122.7765727,43.97251718,0.085,1.533421516
603038.SH,工业,主板,否,2017/1/16 0:00,23.26,16700000,41242000,2016/12/30 0:00,东莞证券股份有限公司,上网定价,76.3511496,43.9810834,0.108982036,1.889597416
603039.SH,信息技术,主板,否,2017/1/13 0:00,14.9,16670000,38760000,2016/12/29 0:00,海通证券股份有限公司,上网定价,135.83411,44.02684564,0.055470906,0.02234835
603040.SH,可选消费,主板,否,2017/2/9 0:00,16.44,15000000,36100000,2017/1/19 0:00,国信证券股份有限公司,上网定价,135.7414449,43.97810219,0.018,0.077681199
603041.SH,材料,主板,否,2017/3/30 0:00,12.92,25000000,53526500,2017/3/10 0:00,广发证券股份有限公司,"网下询价,上网定价",103.172043,43.9628483,0.021424,0.699024618
603042.SH,信息技术,主板,否,2017/6/2 0:00,11.26,34000000,42667200,2017/5/11 0:00,广发证券股份有限公司,"网下询价,上网定价",97.71745836,43.96092362,0.056461765,1.527010322
603043.SH,日常消费,主板,否,2017/6/27 0:00,13.18,50000000,44270000,2017/6/7 0:00,广发证券股份有限公司,"网下询价,上网定价",28.81981033,44.0060698,0.056264,2.30700016
603050.SH,工业,主板,否,2017/4/14 0:00,10.29,33340000,25611781,2017/3/22 0:00,东吴证券股份有限公司,"网下询价,上网定价",135.8299595,44.02332362,0.023017397,0.025770487
603055.SH,材料,主板,否,2017/9/21 0:00,9.21,67600000,67596000,2017/9/1 0:00,中信证券股份有限公司,"网下询价,上网定价",84.6907994,43.97394137,0.037721893,1.669097662
603056.SH,工业,主板,否,2018/1/16 0:00,4.84,100000000,65396400,2017/12/26 0:00,中信证券股份有限公司,"网下询价,上网定价",136.0114778,44.00826446,0.044511,0.02161259
603058.SH,工业,主板,否,2016/12/23 0:00,4.76,42160000,29680600,2016/12/2 0:00,英大证券有限责任公司,"网下询价,上网定价",135.620438,43.90756303,0.030834915,0.016769426
603059.SH,日常消费,主板,否,2018/3/2 0:00,24.07,20000000,36372000,2018/2/7 0:00,广发证券股份有限公司,上网定价,39.00750144,43.99667636,0.262715,2.971513271
603060.SH,工业,主板,否,2016/11/9 0:00,10.04,55000000,44451000,2016/10/20 0:00,安信证券股份有限公司,"网下询价,上网定价",135.8921162,44.02390438,0.029090909,0.006860964
603063.SH,工业,主板,否,2017/7/28 0:00,13.36,60000000,42972700,2017/7/10 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",12.99376299,44.01197605,0.035166667,1.502984643
603066.SH,工业,主板,否,2015/6/11 0:00,12.43,25000000,42623100,2015/5/25 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",135.8100559,44.00643604,0.0228,0.312147498
603067.SH,材料,主板,否,2016/9/13 0:00,6.13,55000000,35273800,2016/8/24 0:00,长江证券承销保荐有限公司,"网下询价,上网定价",135.6738392,44.045677,0.034770909,0.015988437
603069.SH,工业,主板,否,2016/7/12 0:00,3.82,79000000,28892600,2016/6/21 0:00,金元证券股份有限公司,"网下询价,上网定价",136.1818182,43.97905759,0.042405063,0.009501114
603076.SH,工业,主板,否,2017/11/13 0:00,19.71,18650000,37132000,2017/10/30 0:00,中信建投证券股份有限公司,上网定价,47.00493305,43.98782344,0.038605898,2.106171131
603077.SH,材料,主板,否,2012/7/31 0:00,17.5,100000000,57118307.59,2012/7/9 0:00,华西证券股份有限公司,"网下询价,上网定价",5.602923264,-6.171428571,19.818983,1.585237145
603078.SH,材料,主板,否,2017/4/10 0:00,24.18,15000000,32341100,2017/3/23 0:00,华泰联合证券有限责任公司,上网定价,79.26479035,44.00330852,0.034666667,1.609507084
603079.SH,医疗保健,主板,否,2017/8/23 0:00,15.09,20000000,45725500,2017/8/9 0:00,中信建投证券股份有限公司,上网定价,135.7570179,44.00265076,0.0355,0.215092704
603080.SH,公用事业,主板,否,2018/1/3 0:00,13.6,35500000,50536000,2017/12/12 0:00,西部证券股份有限公司,"网下询价,上网定价",135.8529111,43.97058824,0.025498592,0.079059176
603081.SH,工业,主板,否,2017/4/20 0:00,10.42,51800000,65240500,2017/3/28 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",103.9333333,43.95393474,0.030403475,1.927127004
603083.SH,信息技术,主板,否,2017/11/10 0:00,15.05,24467889,39936329.45,2017/10/23 0:00,华泰联合证券有限责任公司,"网下询价,上网定价",135.7175819,43.98671096,0.048667868,0.578793705
603085.SH,工业,主板,否,2015/6/30 0:00,7.27,25000000,31148200,2015/6/10 0:00,东方花旗证券有限公司,"网下询价,上网定价",135.9121299,44.01650619,0.0852,0.945899308
603086.SH,材料,主板,否,2017/5/11 0:00,17.64,20000000,55190000,2017/4/26 0:00,长城证券股份有限公司,上网定价,70.90551181,43.99092971,0.0305,1.55282414
603088.SH,工业,主板,否,2014/11/11 0:00,8.57,20000000,34763037.72,2014/10/16 0:00,海通证券股份有限公司,"网下询价,上网定价",135.8995138,43.99066511,0.1095,0.031776249
603089.SH,可选消费,主板,否,2017/1/26 0:00,11.63,26670000,47605700,2017/1/6 0:00,广发证券股份有限公司,"网下询价,上网定价",135.880597,44.02407567,0.065631796,0.020694003
603090.SH,工业,主板,否,2016/8/31 0:00,8.47,25000000,30719500,2016/8/8 0:00,安信证券股份有限公司,"网下询价,上网定价",135.9016393,44.0377804,0.0312,0.00716852
603096.SH,可选消费,主板,否,2017/4/25 0:00,21.55,33360000,54993500,2017/4/6 0:00,东方花旗证券有限公司,"网下询价,上网定价",88.43055108,43.99071926,0.037026379,1.675043344
603098.SH,工业,主板,否,2016/12/16 0:00,9.18,62510000,62700000,2016/11/23 0:00,兴业证券股份有限公司,"网下询价,上网定价",83.35854766,44.0087146,0.042286034,1.101138115
603099.SH,可选消费,主板,否,2014/8/22 0:00,4.54,66670000,32984700,2014/7/15 0:00,安信证券股份有限公司,"网下询价,上网定价",135.6269113,44.05286344,0.361480426,0.599852681
603100.SH,工业,主板,否,2014/8/5 0:00,6.72,100000000,45462163.93,2014/7/15 0:00,广发证券股份有限公司,"网下询价,上网定价",43.90495868,44.04761905,0.244298,1.515967727
603101.SH,可选消费,主板,否,2016/5/6 0:00,8.81,60000000,49300700,2016/4/15 0:00,中国银河证券股份有限公司,"网下询价,上网定价",86.20961387,44.04086266,0.090013333,1.304545283
603103.SH,可选消费,主板,否,2017/10/12 0:00,15.45,53000000,46948300,2017/9/13 0:00,中银国际证券股份有限公司,"网下询价,上网定价",94.42696629,44.01294498,0.03484717,1.824862838
603106.SH,信息技术,主板,否,2017/9/20 0:00,10.75,70000000,51361300,2017/8/31 0:00,中信证券股份有限公司,"网下询价,上网定价",135.7881137,44,0.030857143,1.310729265
603108.SH,医疗保健,主板,否,2015/5/27 0:00,17,23600000,40144224.12,2015/5/11 0:00,国金证券股份有限公司,"网下询价,上网定价",135.7843137,44,0.044491525,0.005699153
603110.SH,材料,主板,否,2017/10/13 0:00,13.04,25666700,47335900,2017/9/18 0:00,海通证券股份有限公司,"网下询价,上网定价",103.3013845,44.01840491,0.05315058,1.617168188
603111.SH,工业,主板,否,2014/8/1 0:00,6.89,72300000,48605400,2014/7/15 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",72.27822581,43.97677794,0.259474412,1.702774644
603113.SH,能源,主板,否,2017/5/11 0:00,13.37,77300000,57431000,2017/4/19 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",31.74025974,43.97905759,0.037208279,1.366723061
603116.SH,可选消费,主板,否,2015/6/29 0:00,17.7,58800000,66934500,2015/6/10 0:00,国泰君安证券股份有限公司,"网下询价,上网定价",45.07650059,44.01129944,0.126020408,2.085268974
